Company:,AeroCab Services,,,,,,
Date:,,,,,,,
,,,,,,,
,,,,,,,
Ride ID,OriginArea,BookingTime,Total (hh:mm:ss),Traffic Period,Confirmed,Confirmation Time,Ride Start Time
RD21712,Pickup Zones,5:57 AM,00:27:00,Peak Time,Yes,24,3
RD21713,Pickup Zones,3:24 AM,00:07:00,Non-Peak Time,Yes,6,4
RD21714,Pickup Zones,3:17 AM,00:06:00,Non-Peak Time,Yes,6,3
RD21715,Pickup Zones,5:38 AM,00:21:00,Peak Time,Yes,18,3
RD21716,Pickup Zones,5:59 AM,00:06:00,Non-Peak Time,No,6,0
RD21717,Pickup Zones,2:20 AM,00:06:00,Non-Peak Time,No,6,0
RD21718,Pickup Zones,12:28 PM,00:21:00,Peak Time,No,21,0
RD21719,Pickup Zones,5:55 AM,00:07:00,Non-Peak Time,No,7,0
RD21720,Pickup Zones,11:45 AM,00:06:00,Non-Peak Time,Yes,8,3
RD21721,Pickup Zones,2:51 AM,00:07:00,Non-Peak Time,No,7,0
RD21722,Pickup Zones,11:39 AM,00:06:00,Non-Peak Time,Yes,7,3
RD21723,Pickup Zones,1:26 PM,00:07:00,Non-Peak Time,Yes,8,4
RD21724,Pickup Zones,10:59 AM,00:06:00,Non-Peak Time,Yes,6,3
RD21725,Pickup Zones,10:55 AM,00:09:00,Non-Peak Time,Yes,8,5
RD21726,Pickup Zones,11:54 AM,00:06:00,Non-Peak Time,Yes,7,3
RD21727,Pickup Zones,8:01 PM,00:06:00,Non-Peak Time,Yes,8,3
RD21728,Pickup Zones,10:43 AM,00:07:00,Non-Peak Time,Yes,9,4
RD21729,Pickup Zones,11:06 PM,00:08:00,Non-Peak Time,Yes,6,5
RD21730,Pickup Zones,3:59 AM,00:06:00,Non-Peak Time,Yes,7,3
RD21731,Pickup Zones,1:41 AM,00:07:00,Non-Peak Time,Yes,7,3
RD21732,Pickup Zones,2:06 AM,00:06:00,Non-Peak Time,Yes,7,3
RD21733,Pickup Zones,10:55 AM,00:08:00,Non-Peak Time,Yes,7,5
RD21734,Pickup Zones,1:14 PM,00:08:00,Non-Peak Time,Yes,6,5
RD21735,Pickup Zones,3:59 AM,00:08:00,Non-Peak Time,Yes,7,5
RD21736,Pickup Zones,6:27 PM,00:06:00,Non-Peak Time,Yes,6,3
RD21737,Pickup Zones,1:37 AM,00:08:00,Non-Peak Time,Yes,7,5
RD21738,Pickup Zones,1:46 AM,00:06:00,Non-Peak Time,No,6,0
RD21739,Pickup Zones,12:20 PM,00:07:00,Non-Peak Time,No,7,0
RD21740,Pickup Zones,7:31 PM,00:07:00,Non-Peak Time,Yes,8,4
RD21741,Pickup Zones,6:07 PM,00:08:00,Non-Peak Time,Yes,8,5
RD21742,Pickup Zones,9:39 PM,00:07:00,Non-Peak Time,No,7,0
RD21743,Pickup Zones,9:59 PM,00:06:00,Non-Peak Time,Yes,6,3
RD21744,Pickup Zones,1:52 PM,00:07:00,Non-Peak Time,Yes,8,3
RD21745,Pickup Zones,8:39 PM,00:06:00,Non-Peak Time,Yes,6,3
RD21746,Pickup Zones,6:06 PM,00:07:00,Non-Peak Time,Yes,7,4
RD21747,Pickup Zones,7:27 PM,00:08:00,Non-Peak Time,Yes,6,5
RD21748,Pickup Zones,9:39 PM,00:07:00,Non-Peak Time,No,7,0
RD21749,Pickup Zones,12:25 PM,00:08:00,Non-Peak Time,Yes,6,4
RD21750,Pickup Zones,11:53 PM,00:08:00,Non-Peak Time,Yes,7,5
RD21751,Pickup Zones,9:02 PM,00:22:00,Peak Time,No,22,0
RD21752,Pickup Zones,11:32 AM,00:17:00,Peak Time,No,17,0
RD21753,Pickup Zones,2:18 AM,00:15:00,Peak Time,No,15,0
RD21754,Pickup Zones,3:23 AM,00:21:00,Peak Time,Yes,16,5
RD21755,Pickup Zones,12:07 PM,00:21:00,Peak Time,No,21,0
RD21756,Pickup Zones,1:44 PM,00:30:00,Peak Time,No,30,0
RD21757,Pickup Zones,9:44 PM,00:26:00,Peak Time,Yes,21,5
RD21758,Pickup Zones,12:29 AM,00:20:00,Peak Time,Yes,15,5
RD21759,Pickup Zones,10:52 AM,00:23:00,Peak Time,Yes,18,5
RD21760,Pickup Zones,5:39 AM,00:22:00,Peak Time,Yes,19,3
RD21761,Pickup Zones,12:52 AM,00:24:00,Peak Time,Yes,20,4
RD21762,Pickup Zones,2:08 AM,00:24:00,Peak Time,No,24,0
RD21763,Pickup Zones,4:49 AM,00:29:00,Peak Time,Yes,24,5
RD21764,Pickup Zones,1:17 PM,00:07:00,Peak Time,Yes,7,3
RD21765,Pickup Zones,11:04 AM,00:23:00,Peak Time,No,23,0
RD21766,Pickup Zones,11:01 AM,00:21:00,Peak Time,Yes,16,5
RD21767,Pickup Zones,9:05 PM,00:16:00,Peak Time,No,16,0
RD21768,Pickup Zones,10:04 AM,00:25:00,Peak Time,Yes,20,5
RD21769,Pickup Zones,1:26 PM,00:22:00,Peak Time,Yes,18,4
RD21770,Pickup Zones,5:21 AM,00:15:00,Peak Time,No,15,0
RD21771,Pickup Zones,11:42 AM,00:08:00,Peak Time,Yes,6,4
RD21772,Pickup Zones,1:31 PM,00:07:00,Peak Time,Yes,4,5
RD21773,Pickup Zones,12:34 AM,00:07:00,Peak Time,Yes,7,4
RD21774,Pickup Zones,12:49 PM,00:17:00,Peak Time,No,17,0
RD21775,Pickup Zones,11:38 AM,00:09:00,Peak Time,Yes,6,5
RD21776,Pickup Zones,3:39 AM,00:26:00,Peak Time,Yes,22,4
RD21777,Pickup Zones,12:44 PM,00:21:00,Peak Time,No,21,0
RD21778,Pickup Zones,8:06 PM,00:17:00,Peak Time,No,17,0
RD21779,Pickup Zones,1:34 PM,00:05:00,Peak Time,Yes,5,3
RD21780,Pickup Zones,12:34 AM,00:22:00,Peak Time,No,22,0
RD21781,Pickup Zones,9:31 PM,00:16:00,Peak Time,No,16,0
RD21782,Pickup Zones,11:48 AM,00:17:00,Peak Time,No,17,0
RD21783,Pickup Zones,10:02 AM,00:24:00,Peak Time,No,24,0
RD21784,Pickup Zones,3:41 AM,00:07:00,Peak Time,Yes,7,4
RD21785,Pickup Zones,7:14 PM,00:06:00,Non-Peak Time,Yes,8,3
RD21786,Pickup Zones,10:53 AM,00:07:00,Non-Peak Time,Yes,7,4
RD21787,Pickup Zones,7:33 PM,00:07:00,Non-Peak Time,No,7,0
RD21788,Pickup Zones,12:50 PM,00:07:00,Non-Peak Time,Yes,6,4
RD21789,Pickup Zones,2:27 AM,00:07:00,Non-Peak Time,Yes,8,3
RD21790,Pickup Zones,9:18 PM,00:06:00,Non-Peak Time,Yes,8,3
RD21791,Pickup Zones,8:58 PM,00:06:00,Non-Peak Time,Yes,7,3
RD21792,Pickup Zones,2:23 AM,00:07:00,Non-Peak Time,No,7,0
RD21793,Pickup Zones,10:05 AM,00:08:00,Non-Peak Time,Yes,6,5
RD21794,Pickup Zones,5:12 AM,00:06:00,Non-Peak Time,Yes,6,3
RD21795,Pickup Zones,3:22 AM,00:07:00,Non-Peak Time,No,7,0
RD21796,Pickup Zones,4:40 AM,00:06:00,Non-Peak Time,Yes,8,3
RD21797,Pickup Zones,12:44 AM,00:07:00,Non-Peak Time,Yes,6,4
RD21798,Pickup Zones,1:58 PM,00:06:00,Non-Peak Time,Yes,6,3
RD21799,Pickup Zones,12:23 PM,00:23:00,Peak Time,No,23,0
RD21800,Pickup Zones,11:08 AM,00:20:00,Peak Time,Yes,15,5
RD21801,Pickup Zones,11:39 PM,00:08:00,Non-Peak Time,Yes,5,5
RD21802,Pickup Zones,1:58 AM,00:26:00,Peak Time,Yes,22,4
RD21803,Pickup Zones,11:17 AM,00:07:00,Non-Peak Time,No,7,0
RD21804,Pickup Zones,8:13 PM,00:29:00,Peak Time,Yes,24,5
RD21805,Pickup Zones,3:37 AM,00:15:00,Peak Time,No,15,0
RD21806,Pickup Zones,8:11 PM,00:06:00,Peak Time,Yes,9,4
RD21807,Pickup Zones,10:57 AM,00:06:00,Non-Peak Time,Yes,6,3
RD21808,Pickup Zones,10:56 AM,00:22:00,Peak Time,Yes,19,3
RD21809,Pickup Zones,8:59 PM,00:23:00,Peak Time,Yes,18,5
RD21810,Pickup Zones,11:26 PM,00:08:00,Peak Time,Yes,6,5
RD21811,Pickup Zones,10:33 AM,00:22:00,Peak Time,Yes,18,4
RD21812,Pickup Zones,6:47 PM,00:28:00,Peak Time,No,28,0
RD21813,Pickup Zones,10:06 AM,00:09:00,Peak Time,Yes,8,5
RD21814,Pickup Zones,3:08 AM,00:21:00,Peak Time,Yes,17,4
RD21815,Pickup Zones,1:05 AM,00:08:00,Non-Peak Time,Yes,7,5
RD21816,Pickup Zones,10:22 AM,00:30:00,Peak Time,No,30,0
RD21817,Pickup Zones,3:21 AM,00:06:00,Peak Time,Yes,7,4
RD21818,Pickup Zones,1:25 PM,00:27:00,Peak Time,Yes,23,4
RD21819,Pickup Zones,1:06 AM,00:07:00,Non-Peak Time,Yes,6,4
RD21820,Pickup Zones,3:17 AM,00:23:00,Peak Time,No,23,0
RD21821,Pickup Zones,11:54 AM,00:06:00,Peak Time,Yes,4,5
RD21822,Pickup Zones,12:59 PM,00:16:00,Peak Time,No,16,0
RD21823,Pickup Zones,9:18 PM,00:09:00,Peak Time,Yes,6,5
RD21824,Pickup Zones,2:17 AM,00:21:00,Peak Time,No,21,0
RD21825,Pickup Zones,11:58 AM,00:25:00,Peak Time,Yes,22,3
RD21826,Pickup Zones,10:41 AM,00:09:00,Non-Peak Time,Yes,8,5
RD21827,Pickup Zones,1:43 PM,00:20:00,Peak Time,No,20,0
RD21828,Pickup Zones,11:53 AM,00:06:00,Non-Peak Time,Yes,7,3
RD21829,Pickup Zones,9:48 PM,00:15:00,Peak Time,No,15,0
RD21830,Pickup Zones,12:42 AM,00:09:00,Peak Time,Yes,6,5
RD21831,Pickup Zones,6:49 PM,00:08:00,Non-Peak Time,Yes,7,5
RD21832,Pickup Zones,11:46 PM,00:07:00,Non-Peak Time,Yes,6,3
RD21833,Pickup Zones,2:43 AM,00:07:00,Non-Peak Time,Yes,6,3
RD21834,Pickup Zones,3:14 AM,00:07:00,Non-Peak Time,Yes,6,4
RD21835,Pickup Zones,4:22 AM,00:06:00,Non-Peak Time,Yes,6,3
RD21836,Pickup Zones,1:46 PM,00:07:00,Non-Peak Time,Yes,7,4
RD21837,Pickup Zones,7:10 PM,00:07:00,Non-Peak Time,Yes,7,4
RD21838,Pickup Zones,12:21 AM,00:09:00,Non-Peak Time,Yes,8,5
RD21839,Pickup Zones,11:30 PM,00:07:00,Non-Peak Time,No,7,0
RD21840,Pickup Zones,12:36 PM,00:06:00,Non-Peak Time,Yes,5,3
RD21841,Pickup Zones,10:23 AM,00:06:00,Non-Peak Time,No,6,0
RD21842,Pickup Zones,11:27 AM,00:07:00,Non-Peak Time,Yes,6,4
RD21843,Pickup Zones,10:11 AM,00:09:00,Non-Peak Time,Yes,7,5
RD21844,Pickup Zones,9:17 PM,00:08:00,Non-Peak Time,Yes,7,5
RD21845,Pickup Zones,1:13 AM,00:06:00,Non-Peak Time,No,6,0
RD21846,Pickup Zones,7:34 PM,00:07:00,Non-Peak Time,Yes,8,3
RD21847,Pickup Zones,9:46 PM,00:07:00,Non-Peak Time,No,7,0
RD21848,Pickup Zones,3:57 AM,00:07:00,Non-Peak Time,Yes,6,4
RD21849,Pickup Zones,7:34 PM,00:07:00,Non-Peak Time,No,7,0
RD21850,Pickup Zones,8:24 PM,00:07:00,Non-Peak Time,Yes,8,4
RD21851,Pickup Zones,11:43 AM,00:07:00,Non-Peak Time,Yes,7,4
RD21852,Pickup Zones,6:43 PM,00:07:00,Non-Peak Time,Yes,6,4
RD21853,Pickup Zones,9:15 PM,00:08:00,Non-Peak Time,Yes,6,5
RD21854,Pickup Zones,12:48 AM,00:08:00,Non-Peak Time,Yes,8,4
RD21855,Pickup Zones,6:14 PM,00:06:00,Non-Peak Time,No,6,0
RD21856,Pickup Zones,9:04 PM,00:06:00,Non-Peak Time,No,6,0
RD21857,Pickup Zones,8:06 PM,00:06:00,Non-Peak Time,Yes,6,3
RD21858,Pickup Zones,4:06 AM,00:23:00,Peak Time,Yes,19,4
RD21859,Pickup Zones,2:23 AM,00:24:00,Peak Time,Yes,21,3
RD21860,Pickup Zones,7:25 PM,00:18:00,Peak Time,Yes,15,3
RD21861,Pickup Zones,7:46 PM,00:05:00,Peak Time,Yes,7,4
RD21862,Pickup Zones,7:02 PM,00:29:00,Peak Time,Yes,24,5
RD21863,Pickup Zones,6:51 PM,00:19:00,Peak Time,Yes,15,4
RD21864,Pickup Zones,11:19 AM,00:06:00,Peak Time,Yes,6,3
RD21865,Pickup Zones,11:49 PM,00:24:00,Peak Time,Yes,20,4
RD21866,Pickup Zones,2:35 AM,00:22:00,Peak Time,No,22,0
RD21867,Pickup Zones,3:49 AM,00:23:00,Peak Time,Yes,20,3
RD21868,Pickup Zones,12:45 AM,00:28:00,Peak Time,No,28,0
RD21869,Pickup Zones,10:06 AM,00:07:00,Peak Time,Yes,7,4
RD21870,Pickup Zones,2:34 AM,00:16:00,Peak Time,No,16,0
RD21871,Pickup Zones,8:43 PM,00:30:00,Peak Time,No,30,0
RD21872,Pickup Zones,12:16 AM,00:24:00,Peak Time,No,24,0
RD21873,Pickup Zones,8:52 PM,00:20:00,Peak Time,No,20,0
RD21874,Pickup Zones,4:36 AM,00:17:00,Peak Time,No,17,0
RD21875,Pickup Zones,11:45 PM,00:24:00,Peak Time,No,24,0
RD21876,Pickup Zones,12:54 PM,00:20:00,Peak Time,Yes,17,3
RD21877,Pickup Zones,12:22 PM,00:26:00,Peak Time,Yes,21,5
RD21878,Pickup Zones,1:07 PM,00:19:00,Peak Time,Yes,15,4
RD21879,Pickup Zones,9:43 PM,00:22:00,Peak Time,No,22,0
RD21880,Pickup Zones,8:44 PM,00:19:00,Peak Time,No,19,0
RD21881,Pickup Zones,11:22 PM,00:24:00,Peak Time,Yes,21,3
RD21882,Pickup Zones,1:10 PM,00:04:00,Peak Time,Yes,5,3
RD21883,Pickup Zones,1:15 PM,00:22:00,Peak Time,Yes,19,3
RD21884,Pickup Zones,1:22 AM,00:07:00,Peak Time,Yes,8,5
RD21885,Pickup Zones,1:10 PM,00:20:00,Peak Time,No,20,0
RD21886,Pickup Zones,8:48 PM,00:24:00,Peak Time,Yes,20,4
RD21887,Pickup Zones,7:52 PM,00:19:00,Peak Time,Yes,15,4
RD21888,Pickup Zones,4:02 AM,00:19:00,Peak Time,Yes,16,3
RD21889,Pickup Zones,11:56 PM,00:22:00,Peak Time,No,22,0
RD21890,Pickup Zones,12:51 AM,00:27:00,Peak Time,Yes,22,5
RD21891,Pickup Zones,1:59 PM,00:05:00,Peak Time,Yes,6,3
RD21892,Pickup Zones,1:24 PM,00:16:00,Peak Time,No,16,0
RD21893,Pickup Zones,2:15 AM,00:07:00,Non-Peak Time,Yes,7,3
RD21894,Pickup Zones,8:25 PM,00:07:00,Non-Peak Time,Yes,6,4
RD21895,Pickup Zones,11:51 AM,00:07:00,Non-Peak Time,No,7,0
RD21896,Pickup Zones,1:05 AM,00:06:00,Non-Peak Time,Yes,7,3
RD21897,Pickup Zones,12:08 AM,00:08:00,Non-Peak Time,Yes,7,5
RD21898,Pickup Zones,8:47 PM,00:06:00,Non-Peak Time,Yes,7,3
RD21899,Pickup Zones,4:50 AM,00:08:00,Non-Peak Time,Yes,7,5
RD21900,Pickup Zones,11:38 PM,00:08:00,Non-Peak Time,Yes,7,5
RD21901,Pickup Zones,11:49 AM,00:09:00,Non-Peak Time,Yes,8,5
RD21902,Pickup Zones,12:53 PM,00:07:00,Non-Peak Time,Yes,6,3
RD21903,Pickup Zones,10:06 AM,00:06:00,Non-Peak Time,No,6,0
RD21904,Pickup Zones,2:53 AM,00:09:00,Non-Peak Time,Yes,7,5
RD21905,Pickup Zones,8:55 PM,00:07:00,Non-Peak Time,Yes,6,4
RD21906,Pickup Zones,1:35 PM,00:06:00,Non-Peak Time,Yes,6,3
RD21907,Pickup Zones,4:29 AM,00:06:00,Non-Peak Time,No,6,0
RD21908,Pickup Zones,5:30 AM,00:07:00,Non-Peak Time,No,7,0
RD21909,Pickup Zones,1:02 AM,00:07:00,Non-Peak Time,Yes,7,3
RD21910,Pickup Zones,7:05 PM,00:08:00,Non-Peak Time,Yes,8,4
RD21911,Pickup Zones,12:14 PM,00:08:00,Non-Peak Time,Yes,7,5
RD21912,Pickup Zones,10:48 AM,00:08:00,Peak Time,Yes,6,4
RD21913,Pickup Zones,2:26 AM,00:08:00,Non-Peak Time,Yes,7,5
RD21914,Pickup Zones,1:44 PM,00:07:00,Non-Peak Time,Yes,6,4
RD21915,Pickup Zones,7:34 PM,00:06:00,Peak Time,Yes,6,4
RD21916,Pickup Zones,5:35 AM,00:07:00,Non-Peak Time,No,7,0
RD21917,Pickup Zones,1:18 PM,00:08:00,Non-Peak Time,Yes,5,5
RD21918,Pickup Zones,1:30 PM,00:22:00,Peak Time,Yes,17,5
RD21919,Pickup Zones,10:12 AM,00:20:00,Peak Time,No,20,0
RD21920,Pickup Zones,12:41 PM,00:06:00,Non-Peak Time,Yes,6,3
RD21921,Pickup Zones,11:16 AM,00:22:00,Peak Time,Yes,18,4
RD21922,Pickup Zones,9:24 PM,00:28:00,Peak Time,No,28,0
RD21923,Pickup Zones,3:43 AM,00:16:00,Peak Time,No,16,0
RD21924,Pickup Zones,11:45 AM,00:26:00,Peak Time,Yes,22,4
RD21925,Pickup Zones,10:18 AM,00:19:00,Peak Time,Yes,16,3
RD21926,Pickup Zones,4:02 AM,00:06:00,Non-Peak Time,Yes,6,3
RD21927,Pickup Zones,5:05 AM,00:19:00,Peak Time,Yes,15,4
RD21928,Pickup Zones,10:37 AM,00:27:00,Peak Time,Yes,23,4
RD21929,Pickup Zones,1:19 PM,00:06:00,Non-Peak Time,No,6,0
RD21930,Pickup Zones,1:23 PM,00:20:00,Peak Time,No,20,0
RD21931,Pickup Zones,3:25 AM,00:06:00,Non-Peak Time,Yes,6,3
RD21932,Pickup Zones,12:03 PM,00:07:00,Non-Peak Time,Yes,7,3
RD21933,Pickup Zones,12:32 PM,00:06:00,Non-Peak Time,Yes,7,3
RD21934,Pickup Zones,7:21 PM,00:07:00,Non-Peak Time,No,7,0
RD21935,Pickup Zones,7:35 PM,00:19:00,Peak Time,Yes,15,4
RD21936,Pickup Zones,11:05 AM,00:08:00,Peak Time,Yes,7,5
RD21937,Pickup Zones,12:46 PM,00:07:00,Non-Peak Time,No,7,0
RD21938,Pickup Zones,10:10 AM,00:06:00,Peak Time,Yes,7,4
RD21939,Pickup Zones,9:01 PM,00:20:00,Peak Time,Yes,15,5
RD21940,Pickup Zones,6:45 PM,00:06:00,Non-Peak Time,Yes,6,3
RD21941,Pickup Zones,12:27 PM,00:04:00,Peak Time,Yes,7,3
RD21942,Pickup Zones,7:59 PM,00:09:00,Peak Time,Yes,6,5
RD21943,Pickup Zones,1:11 PM,00:07:00,Non-Peak Time,Yes,7,3
RD21944,Pickup Zones,3:34 AM,00:19:00,Peak Time,Yes,15,4
RD21945,Pickup Zones,1:11 AM,00:28:00,Peak Time,Yes,23,5
RD21946,Pickup Zones,11:30 PM,00:30:00,Peak Time,No,30,0
RD21947,Pickup Zones,8:49 PM,00:15:00,Peak Time,No,15,0
RD21948,Pickup Zones,9:03 PM,00:16:00,Peak Time,No,16,0
RD21949,Pickup Zones,1:41 PM,00:20:00,Peak Time,No,20,0
RD21950,Pickup Zones,10:19 AM,00:07:00,Peak Time,Yes,8,3
RD21951,Pickup Zones,1:54 PM,00:07:00,Non-Peak Time,Yes,6,4
RD21952,Pickup Zones,10:19 AM,00:06:00,Non-Peak Time,No,6,0
RD21953,Pickup Zones,5:13 AM,00:09:00,Non-Peak Time,Yes,7,5
RD21954,Pickup Zones,1:12 AM,00:08:00,Non-Peak Time,Yes,6,5
RD21955,Pickup Zones,3:49 AM,00:06:00,Non-Peak Time,Yes,6,3
RD21956,Pickup Zones,12:53 AM,00:07:00,Non-Peak Time,No,7,0
RD21957,Pickup Zones,12:18 PM,00:08:00,Non-Peak Time,Yes,7,5
RD21958,Pickup Zones,11:11 AM,00:08:00,Non-Peak Time,Yes,6,5
RD21959,Pickup Zones,5:51 AM,00:07:00,Non-Peak Time,Yes,7,4
RD21960,Pickup Zones,12:53 PM,00:06:00,Non-Peak Time,Yes,7,3
RD21961,Pickup Zones,12:22 AM,00:07:00,Non-Peak Time,Yes,8,4
RD21962,Pickup Zones,1:51 PM,00:07:00,Non-Peak Time,Yes,8,4
RD21963,Pickup Zones,8:39 PM,00:07:00,Non-Peak Time,Yes,6,4
RD21964,Pickup Zones,1:48 PM,00:07:00,Non-Peak Time,No,7,0
RD21965,Pickup Zones,10:22 AM,00:06:00,Non-Peak Time,No,6,0
RD21966,Pickup Zones,11:16 PM,00:06:00,Non-Peak Time,Yes,6,3
RD21967,Pickup Zones,12:36 AM,00:06:00,Non-Peak Time,Yes,4,4
RD21968,Pickup Zones,11:08 AM,00:08:00,Non-Peak Time,Yes,8,4
RD21969,Pickup Zones,7:34 PM,00:07:00,Non-Peak Time,Yes,8,3
RD21970,Pickup Zones,3:26 AM,00:07:00,Non-Peak Time,Yes,7,4
RD21971,Pickup Zones,12:22 PM,00:08:00,Non-Peak Time,Yes,6,4
RD21972,Pickup Zones,11:32 AM,00:07:00,Non-Peak Time,Yes,7,4
RD21973,Pickup Zones,12:44 PM,00:08:00,Non-Peak Time,Yes,6,4
RD21974,Pickup Zones,3:44 AM,00:08:00,Non-Peak Time,Yes,6,5
RD21975,Pickup Zones,4:01 AM,00:06:00,Non-Peak Time,Yes,7,3
RD21976,Pickup Zones,3:17 AM,00:06:00,Non-Peak Time,Yes,7,3
RD21977,Pickup Zones,12:29 PM,00:08:00,Non-Peak Time,Yes,5,5
RD21978,Pickup Zones,12:03 PM,00:07:00,Non-Peak Time,No,7,0
RD21979,Pickup Zones,12:51 PM,00:07:00,Non-Peak Time,Yes,7,3
RD21980,Pickup Zones,4:06 AM,00:06:00,Non-Peak Time,Yes,7,3
RD21981,Pickup Zones,11:59 AM,00:09:00,Non-Peak Time,Yes,6,5
RD21982,Pickup Zones,12:07 PM,00:09:00,Non-Peak Time,Yes,9,5
RD21983,Pickup Zones,3:43 AM,00:07:00,Non-Peak Time,Yes,9,4
RD21984,Pickup Zones,9:48 PM,00:06:00,Non-Peak Time,Yes,7,3
RD21985,Pickup Zones,12:05 AM,00:06:00,Non-Peak Time,No,6,0
RD21986,Pickup Zones,1:22 PM,00:07:00,Non-Peak Time,No,7,0
RD21987,Pickup Zones,11:12 AM,00:20:00,Peak Time,No,20,0
RD21988,Pickup Zones,11:55 AM,00:05:00,Peak Time,Yes,5,3
RD21989,Pickup Zones,1:09 PM,00:06:00,Peak Time,Yes,7,5
RD21990,Pickup Zones,12:28 AM,00:22:00,Peak Time,Yes,18,4
RD21991,Pickup Zones,6:08 PM,00:05:00,Peak Time,Yes,5,4
RD21992,Pickup Zones,1:28 PM,00:26:00,Peak Time,Yes,21,5
RD21993,Pickup Zones,11:42 AM,00:24:00,Peak Time,Yes,20,4
RD21994,Pickup Zones,8:04 PM,00:19:00,Peak Time,No,19,0
RD21995,Pickup Zones,12:36 PM,00:07:00,Peak Time,Yes,7,3
RD21996,Pickup Zones,2:53 AM,00:22:00,Peak Time,No,22,0
RD21997,Pickup Zones,10:16 AM,00:07:00,Peak Time,Yes,6,5
RD21998,Pickup Zones,12:14 PM,00:22:00,Peak Time,Yes,19,3
RD21999,Pickup Zones,11:36 AM,00:24:00,Peak Time,No,24,0
RD22000,Pickup Zones,12:59 PM,00:19:00,Peak Time,Yes,16,3
RD22001,Pickup Zones,7:59 PM,00:21:00,Peak Time,Yes,17,4
RD22002,Pickup Zones,1:07 PM,00:20:00,Peak Time,No,20,0
RD22003,Pickup Zones,5:55 AM,00:08:00,Peak Time,Yes,8,4
RD22004,Pickup Zones,11:12 AM,00:22:00,Peak Time,Yes,17,5
RD22005,Pickup Zones,11:07 PM,00:22:00,Peak Time,Yes,19,3
RD22006,Pickup Zones,6:18 PM,00:28:00,Peak Time,Yes,23,5
RD22007,Pickup Zones,11:33 AM,00:24:00,Peak Time,Yes,21,3
RD22008,Pickup Zones,10:47 AM,00:19:00,Peak Time,Yes,16,3
RD22009,Pickup Zones,1:14 PM,00:15:00,Peak Time,No,15,0
RD22010,Pickup Zones,12:39 PM,00:24:00,Peak Time,Yes,21,3
RD22011,Pickup Zones,6:04 PM,00:23:00,Peak Time,No,23,0
RD22012,Pickup Zones,12:58 AM,00:07:00,Peak Time,Yes,7,4
RD22013,Pickup Zones,12:05 AM,00:27:00,Peak Time,Yes,24,3
RD22014,Pickup Zones,11:30 AM,00:15:00,Peak Time,No,15,0
RD22015,Pickup Zones,11:40 PM,00:20:00,Peak Time,Yes,16,4
RD22016,Pickup Zones,3:08 AM,00:09:00,Peak Time,Yes,6,5
RD22017,Pickup Zones,8:20 PM,00:24:00,Peak Time,Yes,20,4
RD22018,Pickup Zones,12:46 PM,00:07:00,Peak Time,Yes,6,4
RD22019,Pickup Zones,9:51 PM,00:17:00,Peak Time,No,17,0
RD22020,Pickup Zones,8:38 PM,00:26:00,Peak Time,Yes,22,4
RD22021,Pickup Zones,12:52 PM,00:23:00,Peak Time,Yes,19,4
RD22022,Pickup Zones,2:55 AM,00:07:00,Non-Peak Time,No,7,0
RD22023,Pickup Zones,12:44 PM,00:07:00,Non-Peak Time,No,7,0
RD22024,Pickup Zones,12:11 PM,00:07:00,Non-Peak Time,Yes,6,4
RD22025,Pickup Zones,8:03 PM,00:08:00,Non-Peak Time,Yes,6,4
RD22026,Pickup Zones,5:08 AM,00:07:00,Non-Peak Time,Yes,7,3
RD22027,Pickup Zones,1:24 PM,00:07:00,Non-Peak Time,Yes,6,4
RD22028,Pickup Zones,5:28 AM,00:08:00,Non-Peak Time,Yes,7,5
RD22029,Pickup Zones,1:00 AM,00:06:00,Non-Peak Time,No,6,0
RD22030,Pickup Zones,12:24 PM,00:07:00,Non-Peak Time,No,7,0
RD22031,Pickup Zones,2:48 AM,00:07:00,Non-Peak Time,No,7,0
RD22032,Pickup Zones,12:05 PM,00:08:00,Non-Peak Time,Yes,5,5
RD22033,Pickup Zones,8:58 PM,00:06:00,Non-Peak Time,Yes,7,3
RD22034,Pickup Zones,11:09 AM,00:09:00,Non-Peak Time,Yes,6,5
RD22035,Pickup Zones,1:11 PM,00:07:00,Non-Peak Time,No,7,0
RD22036,Pickup Zones,7:03 PM,00:07:00,Non-Peak Time,Yes,6,4
RD22037,Pickup Zones,11:42 PM,00:07:00,Non-Peak Time,Yes,7,3
RD22038,Pickup Zones,6:08 PM,00:07:00,Non-Peak Time,No,7,0
RD22039,Pickup Zones,11:30 AM,00:08:00,Non-Peak Time,Yes,7,4
RD22040,Pickup Zones,1:57 PM,00:07:00,Non-Peak Time,Yes,6,4
RD22041,Pickup Zones,10:34 AM,00:07:00,Non-Peak Time,No,7,0
RD22042,Pickup Zones,6:42 PM,00:16:00,Peak Time,No,16,0
RD22043,Pickup Zones,5:45 AM,00:23:00,Peak Time,Yes,18,5
RD22044,Pickup Zones,6:21 PM,00:15:00,Peak Time,No,15,0
RD22045,Pickup Zones,8:15 PM,00:28:00,Peak Time,Yes,24,4
RD22046,Pickup Zones,11:17 AM,00:07:00,Peak Time,Yes,6,5
RD22047,Pickup Zones,4:59 AM,00:21:00,Peak Time,Yes,16,5
RD22048,Pickup Zones,10:21 AM,00:28:00,Peak Time,No,28,0
RD22049,Pickup Zones,1:21 AM,00:23:00,Peak Time,Yes,19,4
RD22050,Pickup Zones,10:14 AM,00:04:00,Peak Time,Yes,7,3
